Company,Sector,Headquarters,Amount,Funding_Round_Type,Lead_Investors,Year,Month
PolicyBazaar,Consumer Internet,Gurugram,"20,00,00,000",Private Equity,SoftBank Vision Fund & Info Edge (India) Ltd,2018,June
HipBar,Consumer Internet,Bengaluru,"40,00,000",Private Equity,Diageo India,2018,June
Sqqrl,Finance,Gurugram,"10,00,000",Seed/ Angel Funding,Equanimity Venture Fund,2018,June
Paytm,Technology,Noida,"89,50,000",Private Equity,One 97 Communications,2018,June
Sigtuple,Healthcare,Bengaluru,"1,90,00,000",Private Equity,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",2018,June
Wow Express,Technology,Mumbai,"45,00,000",Private Equity,Undisclosed Existing Investors As Well As The Tamarind Family Trust,2018,June
Front Desk AI,Technology,Bengaluru,"11,00,000",Seed/ Angel Funding,Speciale Invest & Others,2018,June
Edureka,Ed-Tech,Bengaluru,"20,00,000",Seed/ Angel Funding,Leo Capital,2018,June
Numeroseven,Technology,Kolkatta,,Seed/ Angel Funding,Shiva Gunapu & Others,2018,June
OpenTap,Finance,Chennai,"4,50,000",Seed / Angel Funding,Unknown High Net-Worth Individuals,2018,May
Bizongo,Consumer Internet,Mumbai,"2,20,00,000",Private Equity,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",2018,May
Disprz,IT,Chennai,"25,00,000",Seed / Angel Funding,"IL&FS Private Equity, Kae Capital & Others",2018,May
PaisaDukan,Consumer Internet,Mumbai,"2,25,000",Seed / Angel Funding,,2018,May
i3sysytems,Technology,Mumbai,"10,00,000",Seed / Angel Funding,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",2018,May
Earth Food,Consumer Internet,Pune,"9,49,000",Seed / Angel Funding,Rairah Corporation,2018,May
Nykaa,Consumer Internet,Mumbai,"2,40,00,000",Private Equity,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",2018,May
mfine,Healthcare,Bengaluru,4200000,Private Equity,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",2018,May
Rocketium,Technology,Bengaluru,"3,00,000",Seed/ Angel Funding,Blume ventures,2018,May
MilkBasket,Technology,Gurugram,"70,00,000",Private Equity,"Kalaari Capital, Unilever Ventures and Blume Ventures",2018,May
Vola,Finance,Bengaluru,"5,00,000",Seed/ Angel Funding,Credika and unnamed angel investors,2018,May
Cashkumar,Consumer Internet,Bengaluru,"7,35,000",Seed/ Angel Funding,LetsVenture,2018,May
Edyoo,E-Commerce,Bengaluru,"7,35,000",Seed/ Angel Funding,RS Shanbag,2018,May
Aashiyaan,Finance,Kolkata,"20,00,000",Seed/ Angel Funding,"Insistor, Oikocredit",2018,May
Smartivity,Ed-tech,Delhi,"20,00,000",Seed/ Angel Funding,"Ashish Kacholi, S Chand Group",2018,May
Bonphulapl,Clean-tech,Delhi,"2,93,000",Seed/ Angel Funding,Atul Gupta and Saurabh Rastogi,2018,May
Acko,Consumer Internet,Mumbai,"1,20,00,000",Seed/ Angel Funding,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",2018,May
HWell24,Healthcare,Mumbai,"2,00,000",Seed/ Angel Funding,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",2018,May
Toffee,Consumer Internet,Gurugram,"15,00,000",Seed/ Angel Funding,"Kalaari Capital, Omidyar Network and Accion Venture Labs",2018,May
Tonetag,Technology,Bengaluru,"80,00,000",Private Equity,Amazon Inc. and Mastercard,2018,May
Events High,Consumer Internet,Bengaluru,,Private Equity,Treebo,2018,May
Stellaps,Technology,Bengaluru,"1,40,00,000",Private Equity,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",2018,May
Credright,Consumer Internet,Hyderabad,"13,000,00",Seed/ Angel Funding,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",2018,May
Fitternity,Consumer Internet,Mumbai,"20,00,000",Private Equity,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",2018,April
Synctag,Technology,Coimbatore,"3,07,600",Seed / Angel Funding,Subhkam Ventures and Mohit Khadaria,2018,April
Benepik,Technology,Gurugram,,Seed / Angel Funding,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",2018,April
Finzy,Consumer Internet,Bengaluru,"13,00,000",Seed / Angel Funding,,2018,April
Varthana,Finance,Bengaluru,"5,50,00,000",Private Equity,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",2018,April
IndigoLearn,Ed-Tech,Hyderabad,"1,50,000",Seed / Angel Funding,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",2018,April
Vedantu,Ed-Tech,Bangalore,"1,00,00,000",Private Equity,"Accel Partners, Tiger Global And Others",2018,April
Kaleidofin,Fiinance,Chennai,"28,00,000",Seed / Angel Funding,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,2018,April
Pipabella,Consumer Internet,Mumbai,"1,000,000,",Seed / Angel Funding,Fireside Ventures,2018,April
Elemential,Technology,Mumbai,,Seed / Angel Funding,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",2018,April
Kriger Campus,Ed-Tech,Delhi,"46,140",Seed / Angel Funding,,2018,April
Loanzen,Finance,Bengaluru,,Seed / Angel Funding,Kae Capital Management,2018,April
TravelTriangle,Consumer Internet,Gurugram,"1,20,00,000",Private Equity,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",2018,April
Letsmd,Healthcare,Delhi,"10,00,000",Seed / Angel Funding,"SRI Capital, Waterbridge Ventures and ThinKuvate",2018,April
AyeFinance,Finance,Gurugram,"46,000,00",Debt Funding,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",2018,April
mintifi,Finance,Mumbai,"20,00,000",Seed / Angel Funding,Lok Capital,2018,April
icanstay,Consumer Internet,Delhi,"5,00,000",Seed / Angel Funding,Mr. Manoj Prasad,2018,April
Pregbuddy,Healthcare,Bengaluru,,Seed / Angel Funding,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",2018,April
Coverfox,Consumer Internet,Mumbai,"2,20,00,000",Private Equity,"International Finance Corporation, Transamerica and others.",2018,April
Lenskart,Consumer Internet,Faridabad,,Private Equity,TR Capital,2018,April
mamaearth,Healthcare,Gurugram,,Private Equity,Shilpa Shetty Kundra,2018,April
Fyle Technologies,Technology,Bengaluru,"11,000,00",Seed / Angel Funding,Pravega Ventures and Beenext,2018,April
True Balance,Technology,Gurugram,"2,30,00,000",Private Equity,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",2018,April
Visit,Healthcare,Delhi,,Private Equity,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",2018,April
Doxper,Healthcare,Mumbai,"19,00,000",Seed / Angel Funding,Vidal Healthcare,2018,April
Nykaa,Consumer Internet,Mumbai,"1,10,00,000",Private Equity,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",2018,April
Mihuru,Finance,Mumbai,"1,50,000",Seed / Angel Funding,,2018,April
Capital Float,Finance,Bengaluru,"2,20,00,000",Private Equity,Amazon,2018,April
Trip shelf,Consumer Internet,Delhi,"2,46,000",Seed / Angel Funding,"GEMS Advisory, Alok Mittal and Sachin Bhatia",2018,April
POPxo,Technology,Delhi,"55,00,000",Private Equity,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",2018,April
RailYatri,Consumer Internet,Noida,,Private Equity,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",2018,April
1mg,Consumer Internet,Gurugram,"1,00,00,000",Private Equity,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",2018,April
Rubique,Consumer Internet,Mumbai,,Private Equity,"Emery Capital, Blacksoil and Kalaari Capital",2018,April
Samco,Consumer Internet,Mumbai,"75,00,000",Private Equity,Bay Capital Investments and Others,2018,April
MyLoanCare,Finance,Gurgaon,"9,78,000",Seed / Angel Funding,SAR Group,2018,April
PharmEasy,Consumer Internet,Mumbai,,Private Equity,"Bessemer Venture Partners and Orios Venture Partners, JM Financials and MEMG",2018,March
Buddy4studdy,Consumer Internet,Noida,"30,00,000",Private Equity,CBA Capital and others,2018,March
Urban Ladder,E-Commerce,Bengaluru,"1,20,00,000",Private Equity,"Sequoia Capital, SAIF Partners and Kalaari capital",2018,March
Kuvera,Consumer Internet,Bengaluru,"2,50,000",Seed / Angel Funding,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",2018,March
Gramophone,Technology,Indore,"10,00,000",Seed/Angel Funding,InfoEdge,2018,March
Wellthy,Healthcare,Mumbai,"21,00,000",Private Equity,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",2018,March
MedGenome,Healthcare,Bengaluru,"1,00,00,000",Private Equity,"HDFC Life, HDFC Asset Management",2018,March
Finova Capital,Consumer Internet,Jaipur,"60,00,000",Private Equity,Sequoia Capital,2018,March
Hotelogix,Technology,Noida,"50,00,000",Private Equity,"Vertex Ventures, Accel Partners and Saama Capital",2018,March
Livehealth,Consumer Internet,Pune,"11,00,000",Seed / Angel Funding,Nexus Venture Partners,2018,March
Ad2pro,Technology,Chennai,"97,00,000",Debt Funding,Avendus Finance Pvt. Ltd,2018,March
Coverfox,Consumer Internet,Mumbai,"76,00,000",Private Equity,Aegon NV,2018,March
Pepperfry,Consumer Internet,Mumbai,"3,84,00,000",Private Equity,State Street Global Advisors,2018,March
Magicpin,Consumer Internet,Gurugram,"10,00,000",Debt Funding,Trifecta Capital,2018,March
HealthCare,Consumer Internet,Mumbai,"10,00,000",Seed / Angel Funding,HR Fund,2018,March
PineLabs,Technology,Mumbai,"8,20,00,000",Private Equity,"Actis, Altimeter Capital",2018,March
Stumagz,Consumer Internet,Hyderabad,,Seed / Angel Funding,"Venkat Subramanian, Sudhakar Pennam, and other tech investors from Silicon Valley",2018,March
AvailFinance,Consumer Internet,Bengaluru,"1,72,00,000",Private Equity,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel.",2018,March
Grofers,Consumer Internet,Gurugram,"6,20,00,000",Private Equity,"SoftBank, Tiger Global and Apoletto Managers.",2018,March
Fingerlix,Consumer Internet,Mumbai,"13,10,000",Debt Funding,Alteria Capital,2018,March
Karma Healthcare,Healthcare,Udaipur,"5,00,000",Seed / Angel Funding,"1Crowd, Ankur Capital",2018,March
Zappfresh,Food & Beverages,Gurugram,"30,00,000",Seed / Angel Funding,"Amit Burman, SIDBI Venture Capital",2018,March
CustomerSucessBox,Technology,Gurugram,"10,00,000",Seed / Angel Funding,"Pi Ventures, Axilor Ventures",2018,March
One Labs,Consumer Internet,,,Private Equity,Micromax Informatics Ltd,2018,March
GigIndia,Consumer Internet,Pune,,Seed / Angel Funding,"Jessica Wong, Hiro Mashita, Xue Manzi and Yiyun Zhang.",2018,March
Chargebee,Technology,Chennai,"1,80,00,000",Private Equity,"Insight Venture Partners, Accel Partners and Tiger Global Management.",2018,March
i2i Funding,Consumer Internet,Noida,"7,68,000",Seed / Angel Funding,SucSEED Venture Partners,2018,March
Slang Labs,Technology,Bengaluru,"12,40,000",Seed / Angel Funding,Endiya Partners,2018,March
UrbanPiper,Technology,Bengaluru,,Seed / Angel Funding,"Kumar Vembu, Axilor Ventures",2018,March
Cash Suvidha,Consumer Internet,Delhi,"10,00,000",Seed / Angel Funding,"Initia Holdings,Vipin Agarwal and others.",2018,March
Roadcast,Technology,Delhi,"2,50,000",Private Equity,,2018,March
Smartcoin,Finance,Bengaluru,"20,00,000",Seed / Angel Funding,"Accion Venture Lab, Unicorn India Ventures and ISME ACE.",2018,March
The Print,Media,Delhi,"5,35,000",Seed / Angel Funding,Ratan Tata,2018,March
DriveU,Technology,Bengaluru,"30,00,000",Private Equity,Amit Singhal and Unitus Seed Fund,2018,March
Fynd,Consumer Internet,Mumbai,,Seed / Angel Funding,"Google, Kae Capital, IIFL, Singularity Ventures, GrowX, Tracxn Labs, Venture Catalyst, Patni family office and Axis Capital.",2018,March
BigBasket,Consumer Internet,Bengaluru,"30,00,00,000",Private Equity,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",2018,February
Zomato,Food and Beverages,Gurugram,"20,00,00,000",Private Equity,Ant Financials,2018,February
Pratilipi,Publishing,Bengaluru,"43,00,000",Private Equity,Omidyar Network,2018,February
Asia Institute Of Medical Science,Healthcare,Faridabad,"2,10,00,000",Private Equity,CDC Group Plc,2018,February
CollegeDekho,Consumer Internet,Gurugram,"20,00,000",Private Equity,"Man Capital LLP, Girnar Software, Others",2018,February
Foodmemories,Consumer Internet,Ahemdabad,,Seed funding,"Bhavesh Manglani, Suraj Saharan, Darshan Upadhyay, Sanjay Notani & Others",2018,February
Healthi,Healthcare,Bengaluru,"31,00,000",Private Equity,Montane Ventures,2018,February
Swiggy,Food and Beverages,Bengaluru,"10,00,00,000",Private Equity,Naspers,2018,February
Shape,Healthcare,Pune,"10,00,00,000",Seed / Angle Funding,Sandeep Mathur,2018,February
Icertis,Consumer Internet,Pune,"5,00,00,000",Private Equity,Meritech Capital Partners,2018,February
healthifyme,Healthcare,Bengaluru,"1,20,00,000",Private Equity,Sistema Asia Fund,2018,February
MedTel,Healthcare,Bhubaneswar,,Private Equity,British and Indian Governments,2018,February
Rupeek,Consumer Internet,Bengaluru,"68,30,000",Private Equity,"Accel Partners, Sequoia Capital",2018,February
WebEngage,Technology,Mumbai,,Private Equity,Social Capital,2018,February
Lendingkart,Finance,Bengaluru,"8,70,00,000",Private Equity,Fullerton Financial Holdings Pte Ltd & Others,2018,February
Wydr,Consumer Internet,Gurugram,,Private Equity,"Bessemer Venture Partners, Stellaris Venture Partners, Axis Capital, Singapore, Jungle Venture Partners",2018,February
Cashify,E-Commerce,Gurugram,"9,35,089",Debt Funding,Trifecta Capital,2018,February
holachef,Food and Beverages,Mumbai,"3,11,200",Seed / Angle Funding,Ashok Kumar Gajera,2018,February
Awaaz De,Technology,Ahmedabad,,Seed / Angle Funding,Tribe Impact Capital LLP,2018,February
IMAX Program,Ed-Tech,Bengaluru,"1,35,00,000",Private Equity,"Michael & Susan Dell Foundation, LGT Impact Ventures",2018,February
Littlemore,Ed-Tech,Chennai,"30,00,000",Private Equity,Kalpavriksh,2018,February
Toppr,Ed-Tech,Mumbai,"1,00,000",Private Equity,Axis Capital Partners,2018,February
Shirsa Labs,Ed-Tech,Mumbai,"5,00,000",Private Equity,"Dewang Neralla, Mahesh Kothurkar,Atul Agarwal",2018,February
MoneyOnMobile,Technology,Mumbai,"50,00,000",Private Equity,S7 Group,2018,February
PetSutra,Consumer Internet,Gurugram,"1,48,434",Seed / Angel Funding,Michael Patrick Hickey,2018,February
Infibeam,E-Commerce,Ahemadabad,"62,30,000",Private Equity,Network 18,2018,February
happay,Finance,Bengaluru,"2,50,000",Seed / Angel Funding,Sequoia and Jerry Yang,2018,February
Fincash,Finance,Mumbai,"1,50,000",Seed / Angel Funding,"Mohammed Khan, Sameer Narayan & Others",2018,February
AyeFinance,Finance,Gurugram,"38,00,000",Private Equity,"Hinduja Leyland Finance, IntelleGrow",2018,February
Agricxlab,Agriculture,Mumbai,"5,00,000",Seed / Angel Funding,Ankur Capital,2018,February
Udaan,E-Commerce,Bengaluru,"5,00,00,000",Private Equity,Lightspeed & Yuri Milner,2018,February
Capillary,IT,Bengaluru,"2,00,00,000",Private Equity,"Wargburg Pincus, Sequoia",2018,February
The Healthy Billions,Healthcare,Gurugram,"21,00,000",Private Equity,"Blume Ventures, HealthQuad and Fireside Ventures",2018,February
HighRadius,Technology,Hyderabad,,Private Equity,"PNC, Citi Ventures",2018,February
Avishkaar Box,Ed-Tech,Delhi,"7,72,500",Private Equity,Auxano Deals,2018,February
Planys Technologies,Technology,Chennai,"10,40,000",Private Equity,"Kris Gopalakrishnan, Pratithi Investment Trust, MEMG Family Office, S Gopal",2018,February
Lollypop,Technology,Bengaluru,,Seed / Angel Funding,Dr Devi Shetty,2018,February
Trilyo,Technology,Mumbai,"2,50,000",Seed / Angel Funding,"Startup Buddy,Amit Manocha and others",2018,February
Gaana,Technology,Gurugram,"11,50,00,000",Private Equity,"Tencent Holdings Ltd, Times Internet",2018,February
Credy,IT,Bengaluru,"14,00,000",Seed / Angel Funding,"Y Combinator, Khosla Ventures, Vy Capital and others",2018,February
Predible Health,Healthcare,Bengaluru,,Seed/Angel Funding,Unitus Seed Fund,2018,February
CleverTap,Technology,Mumbai,,Angel / Seed Funding,"Recruit Holdings, Sequoia Capital India, Accel Partners",2018,January
EarlySalary,Finance,Pune,"1,57,00,000",Private,Eight Roads Ventures India,2018,January
WOTU,E-commerce,Bengaluru,,Angel / Seed Funding,"Claris Capital, Mumbai Angels Network",2018,January
DAAKI,E-commerce,Bengaluru,,Angel / Seed Funding,Rohan Agila,2018,January
Lendingkart,Finance,Ahmedabad,"47,00,000",Debt Funding,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,2018,January
Kinsane Entertainment Inc,Entertainment,Mumbai,"25,00,000",Seed/Angel Funding,,2018,January
Tapzo,Technology,Bengaluru,"19,30,000",Private Equity,RuNet & Other,2018,January
Appario Retail Pvt Ltd.,E-commerce,Delhi,"1,88,40,000",Private Equity,Amazon-Patni JV,2018,January
Samunnati,Finance,Chennai,"2,35,00,000",Private Equity,"responsAbility, Elevar Equity and Accel Partners",2018,January
Sahajanand Medical Technologies,Technology,Surat,"3,62,30,000",Private Equity,Morgan Stanley Private Equity Asia,2018,January
Kuants,Technology,Gurgaon,"80,000",Angel / Seed Funding,"Pankaj Chopra, Ankush Gupta",2018,January
Razorpay,Technology,Bengaluru,"2,00,00,000",Private Equity,"Tiger Global, Y Combinator",2018,January
Streak,Technology,Bengaluru,"3,54,600",Angel / Seed Funding,"Indian fintech fund, Rainmatter",2018,January
pi Ventures,Finance,Bengaluru,"2,50,00,000",Private Equity,"Sunil Kant Munjal, Hero Electronix\\xe2\\x80\\x99s corporate financing arm, Electronic Development Fund",2018,January
Newgen Software,Technology,New Delhi,"2,00,00,000",Private Equity,"Goldman Sachs, hedge fund & Others",2018,January
Rubix,Technology,Pune,"10,00,000",Private Equity,Polaris Fund,2018,January
ShareChat,Technology,Bengaluru,"1,82,00,000",Private Equity,"Xiaomi Singapore, Shunwei Capital",2018,January
Paperflite,Technology,Chennai,"4,00,000",Angel / Seed Funding,The Chennai Angels,2018,January
HungerBox,Consumer Internet,Bangalore,"25,00,000",Private Equity,Lionrock Capital,2018,January
Skillate,Technology,Bengaluru,,Private Equity,"Incubate Fund India, Anuj Agrawal",2018,January
OptaCredit,Finance,Chennai,"40,00,000",Private Equity,DMI Finance,2018,January
AEON Learning,Technology,Bengaluru,"32,00,000",Private Equity,Dr. Ranjan Pai,2018,January
Milkbasket,E-commerce,Gurugram,"30,00,000",Private Equity,Unilever Ventures,2018,January
NeoGrowth Credit,Finance,Mumbai,"4,70,00,000",Private Equity,"LeapFrog Investments, Aspada Investment, Quona Capital",2018,January
Rao IIT Academy,Education,Mumbai,"86,00,000",Structured Debt,Avendus Finance,2018,January
Aye Finance,Finance,Gurugram,"62,40,000",Term Loan,IFMR Capital,2018,January
Glassic,Ecommerce,Bengaluru,,Angel / Seed Funding,"Chennai Angels, Lead Angels, LetsVenture",2018,January
GreyAtom,Technology,Mumbai,"10,00,000",Private Equity,Pravega Ventures,2018,January
Axio,Healthcare,Bengaluru,"74,00,000",Private Equity,RNT Capital,2018,January
eKincare,Healthcare,Hyderabad,"15,00,000",Private Equity,"Ventureast, Endiya Partners, Eight Roads Ventures, Touchstone Equities, BVR Mohan Reddy",2018,January
